           0    	  13573  
     1.64065    	      1   
     1.64528    	      1   
    1.712832    	      1   
       1.788    	      1   
    2.250072    	      1   
    3.129246    	      1   
  3.59992425    	      1   
    4.128741    	      1   
     4.74488    	      1   
       5.082    	      1   
       5.175    	      1   
     6.99108    	      1   
     7.00896    	      2   
    7.049856    	      1   
    7.299926    	      1   
    7.494698    	      1   
     8.44008    	      1   
   8.9897605    	      1   
  10.2758304    	      1   
    10.75017    	      1   
  11.5355675    	      1   
        12.5    	      1   
   12.960432    	      1   
    17.00388    	      1   
  17.9169156    	      1   
       18.66    	      1   
   19.619328    	      1   
    20.37906    	      1   
   21.668596    	      1   
   24.839687    	      1   
          25    	      1   
       25.65    	      1   
     28.5993    	      1   
    28.63058    	      1   
       30.35    	      1   
   32.047578    	      1   
       33.12    	      1   
     34.4855    	      1   
        36.3    	      1   
    37.18483    	      1   
      40.095    	      1   
    40.41288    	      1   
    43.57068    	      1   
       44.29    	      1   
      44.979    	      1   
    45.16749    	      1   
   45.371755    	      1   
          47    	      1   
   49.067622    	      1   
       51.42    	      1   
       51.48    	      1   
   52.040808    	      1   
     53.8204    	      1   
       61.25    	      1   
   61.293435    	      1   
       62.25    	      1   
        67.5    	      1   
       67.75    	      1   
    70.66727    	      1   
    71.86608    	      1   
        73.1    	      1   
    73.42146    	      1   
     79.6089    	      1   
       88.38    	      1   
      100.95    	      1   
  117.604728    	      1   
      122.34    	      1   
   123.14245    	      1   
      131.34    	      1   
    157.6545    	      1   
      167.55    	      1   
       170.4    	      1   
201.71501493    	      1   
      215.16    	      1   
       229.9    	      1   
      272.64    	      1   
       295.2    	      1   
       325.5    	      1   
      337.92    	      1   
   342.40756    	      1   
       364.3    	      1   
       385.2    	      1   
         420    	      1   
      467.02    	      1   
       508.8    	      1   
         516    	      1   
         525    	      1   
     542.135    	      1   
      547.56    	      1   
      562.85    	      1   
       570.4    	      1   
       581.4    	      1   
       610.5    	      1   
      612.85    	      1   
     627.368    	      1   
         630    	      1   
         668    	      1   
      669.12    	      1   
       691.6    	      1   
       729.6    	      1   
         740    	      1   
      750.24    	      1   
     771.467    	      1   
    777.8598    	      1   
         792    	      1   
       799.6    	      1   
   817.21601    	      1   
