           0  	    24805  
           1  	        1   
   20.835412  	        1   
     21.8515  	        1   
     22.5597  	        1   
        35.8  	        1   
   48.631729  	        1   
     50.0058  	        1   
    58.91835  	        1   
       60.55  	        1   
        67.7  	        1   
       68.96  	        1   
       74.78  	        1   
    77.56992  	        1   
          78  	        1   
     80.7108  	        1   
    88.12093  	        1   
       90.96  	        1   
    100.0027  	        1   
    100.0216  	        1   
      108.48  	        1   
         117  	        1   
   118.07462  	        1   
         130  	        1   
    135.2363  	        1   
 137.9997565  	        1   
       148.5  	        1   
      151.32  	        2   
       152.7  	        1   
       154.9  	        1   
  155.207778  	        1   
       157.5  	        1   
   158.06714  	        1   
       159.3  	        1   
   159.73804  	        1   
      179.28  	        1   
       179.9  	        1   
    180.0072  	        1   
      186.92  	        1   
       187.2  	        1   
    188.1744  	        1   
      192.45  	        1   
  199.993598  	        1   
     200.196  	        1   
      203.19  	        1   
       204.8  	        1   
       205.2  	        1   
         207  	        1   
       207.4  	        1   
         211  	        1   
       213.5  	        1   
    218.3024  	        1   
  229.260496  	        1   
       239.4  	        1   
   239.62575  	        1   
      239.64  	        1   
      240.04  	        1   
      243.61  	        1   
       245.4  	        1   
     245.865  	        1   
       246.5  	        1   
         249  	        1   
  250.000052  	        1   
      275.85  	        1   
         276  	        1   
      280.44  	        1   
  280.964146  	        1   
  284.977955  	        1   
         289  	        1   
       289.9  	        1   
    300.0004  	        1   
      307.32  	        1   
   317.30608  	        1   
         320  	        2   
      320.39  	        1   
    327.6452  	        1   
      334.08  	        1   
      334.68  	        1   
         335  	        1   
       335.6  	        1   
      337.66  	        1   
         344  	        1   
      361.04  	        1   
   365.50933  	        1   
         369  	        1   
      373.75  	        1   
      374.96  	        1   
         378  	        1   
         380  	        1   
      386.96  	        1   
         393  	        1   
         400  	        2   
       400.5  	        1   
      402.27  	        1   
     405.607  	        1   
         406  	        1   
      418.33  	        1   
  421.644287  	        1   
   424.95053  	        1   
         425  	        1   
      434.25  	        1   
       437.7  	        1   
      439.35  	        1   
         455  	        1   
         457  	        2   
    459.9996  	        4   
         468  	        1   
         470  	        1   
    470.0028  	        1   
       474.1  	        1   
   474.91523  	        1   
      477.92  	        1   
         480  	        1   
         483  	        1   
       484.5  	        1   
  496.961855  	        1   
  499.811625  	        1   
         500  	        1   
         503  	        1   
      513.82  	        1   
      516.15  	        1   
      516.46  	        1   
   518.71658  	        1   
         525  	        2   
    526.2598  	        1   
      527.12  	        1   
  543.546729  	        1   
         544  	        1   
         550  	        1   
         554  	        1   
       559.8  	        1   
      564.88  	        1   
       567.6  	        1   
         588  	        1   
         590  	        1   
  593.387019  	        1   
       594.4  	        1   
         596  	        1   
      597.13  	        1   
      607.35  	        1   
      608.42  	        1   
      616.41  	        1   
      617.61  	        1   
       620.8  	        2   
         621  	        1   
  624.603686  	        1   
      628.84  	        1   
         630  	        1   
       631.2  	        1   
       634.2  	        1   
         640  	        1   
   642.77991  	        1   
       650.9  	        1   
         651  	        1   
      655.75  	        1   
   661.35423  	        1   
       664.8  	        1   
         670  	        1   
       682.5  	        1   
  684.693962  	        1   
         686  	        1   
         687  	        1   
         690  	        1   
         698  	        1   
    699.8955  	        1   
         700  	        1   
      700.92  	        1   
         704  	        2   
      706.02  	        1   
      707.42  	        1   
      714.78  	        1   
      716.38  	        1   
         722  	        1   
      722.95  	        1   
         735  	        1   
       736.2  	        1   
    749.9232  	        1   
         750  	        3   
       754.5  	        1   
    763.1988  	        1   
         771  	        1   
   780.04264  	        1   
       780.2  	        1   
      780.25  	        1   
      793.03  	        1   
      794.82  	        1   
   794.99914  	        1   
         796  	        1   
       797.5  	        1   
         800  	        4   
      808.65  	        1   
         817  	        1   
         820  	        2   
       822.5  	        1   
       823.5  	        1   
      826.75  	        1   
         838  	        1   
       845.6  	        2   
         847  	        1   
         850  	        1   
         860  	        1   
         870  	        2   
         873  	        1   
      874.93  	        1   
         875  	        1   
       879.4  	        1   
         888  	        1   
       888.5  	        1   
       890.7  	        1   
      892.67  	        1   
    893.2057  	        1   
  894.559616  	        1   
         900  	        2   
       900.9  	        1   
    905.3451  	        1   
      911.33  	        1   
       919.5  	        1   
         925  	        1   
      928.73  	        1   
      932.64  	        1   
         940  	        2   
      943.16  	        1   
       943.8  	        1   
  946.630246  	        1   
       948.2  	        1   
   949.80928  	        2   
         950  	        1   
       952.5  	        1   
         956  	        1   
         957  	        1   
         960  	        1   
       964.6  	        1   
  964.998036  	        1   
    966.3258  	        1   
       967.5  	        1   
         969  	        1   
       970.2  	        1   
      970.55  	        1   
     971.472  	        1   
      976.38  	        1   
      980.56  	        1   
      985.92  	        1   
       989.1  	        1   
         990  	        1   
       995.8  	        1   
         996  	        1   
     997.774  	        1   
       998.4  	        1   
   999.87285  	        1   
     999.972  	        1   
   999.99753  	        1   
        1000  	        6   
   1000.0023  	        1   
 1000.116768  	        1   
        1020  	        1   
     1023.75  	        1   
    1032.475  	        1   
        1034  	        1   
      1037.5  	        1   
  1041.01002  	        1   
 1042.092728  	        1   
      1043.1  	        1   
     1043.67  	        1   
      1043.7  	        1   
        1045  	        1   
        1048  	        1   
        1050  	        2   
     1056.45  	        1   
        1068  	        2   
        1070  	        1   
        1075  	        3   
      1081.2  	        1   
     1083.75  	        1   
      1089.5  	        1   
     1090.77  	        1   
      1096.8  	        1   
        1100  	        2   
     1101.66  	        1   
      1102.5  	        4   
      1118.6  	        1   
        1120  	        1   
1123.2623335  	        1   
      1123.9  	        1   
        1129  	        1   
        1138  	        1   
      1140.8  	        1   
      1159.6  	        1   
     1160.32  	        1   
        1165  	        1   
 1165.917046  	        1   
        1175  	        1   
        1200  	        4   
  1200.01945  	        1   
  1200.14679  	        1   
      1202.5  	        1   
        1209  	        1   
      1216.5  	        1   
        1218  	        1   
        1220  	        1   
     1229.56  	        1   
     1234.56  	        1   
        1235  	        1   
     1247.75  	        1   
      1249.9  	        1   
 1249.998984  	        1   
        1250  	        3   
     1251.25  	        1   
        1253  	        1   
        1260  	        1   
     1263.09  	        1   
     1269.48  	        1   
        1271  	        1   
        1273  	        1   
        1274  	        1   
        1280  	        1   
        1286  	        1   
     1295.28  	        1   
     1295.77  	        1   
        1300  	        2   
     1303.31  	        1   
     1304.24  	        1   
        1305  	        1   
        1306  	        1   
      1308.5  	        1   
        1313  	        1   
        1320  	        2   
        1323  	        2   
   1326.1925  	        1   
        1335  	        1   
        1336  	        1   
      1347.1  	        1   
        1350  	        1   
 1365.687261  	        1   
        1370  	        1   
        1380  	        1   
     1380.42  	        1   
     1384.19  	        1   
    1386.544  	        1   
 1388.937404  	        1   
        1395  	        1   
      1402.5  	        1   
  1405.31218  	        1   
     1409.13  	        1   
        1410  	        1   
        1419  	        1   
  1419.55632  	        1   
     1419.87  	        1   
      1424.1  	        1   
      1427.4  	        1   
        1430  	        1   
        1435  	        1   
        1440  	        1   
     1450.15  	        1   
        1454  	        1   
   1472.9892  	        1   
 1473.251874  	        1   
     1473.83  	        1   
        1475  	        1   
     1477.75  	        1   
   1478.3901  	        1   
        1480  	        1   
     1480.05  	        1   
      1480.8  	        1   
      1489.3  	        1   
        1494  	        1   
        1495  	        1   
     1499.61  	        1   
